game_id,seed,game_index_within_seed,strategy,winner,village_win,wolf_win,seer_seat,seer_side,seer_seat_type,wolf_seats,wolves_on_edge,wolves_on_inner,wolves_left_side,wolves_right_side,first_check_target,first_check_target_role,first_check_target_is_wolf,first_check_target_seat_type,first_check_target_side,all_seer_check_targets_in_order,all_seer_check_roles_in_order,total_seer_checks,seer_found_any_wolf,seer_found_wolf_count,first_check_wolf,seer_survived_to_game_end,seer_death_round,total_rounds,final_alive_players,final_alive_wolves,final_alive_villagers
random_seed_45_game_212,45,212,random,wolf,0,1,2,left,inner,"[4,8,10]",1,2,1,2,4,werewolf,1,inner,left,"[4,5,6]","[""werewolf"",""hunter"",""witch""]",3,1,1,1,1,,3,4,2,2
random_seed_45_game_213,45,213,random,village,1,0,8,right,inner,"[2,6,10]",2,1,1,2,5,villager,0,edge,left,"[5,1,4,10]","[""villager"",""witch"",""villager"",""werewolf""]",4,1,1,0,1,,4,2,0,2
random_seed_45_game_214,45,214,random,village,1,0,10,right,edge,"[5,6,7]",2,1,1,2,3,villager,0,inner,left,"[3,1,9]","[""villager"",""villager"",""villager""]",3,0,0,0,1,,3,4,0,4
random_seed_45_game_215,45,215,random,wolf,0,1,5,left,edge,"[1,7,10]",2,1,1,2,3,villager,0,inner,left,"[3,2]","[""villager"",""witch""]",2,0,0,0,0,2,3,4,2,2
random_seed_45_game_216,45,216,random,wolf,0,1,6,right,edge,"[3,4,10]",1,2,2,1,1,witch,0,edge,left,"[1,9,4,2]","[""witch"",""villager"",""werewolf"",""villager""]",4,1,1,0,0,4,4,2,1,1
random_seed_45_game_217,45,217,random,wolf,0,1,6,right,edge,"[2,4,9]",0,3,2,1,4,werewolf,1,inner,left,"[4,5,10]","[""werewolf"",""hunter"",""villager""]",3,1,1,1,0,3,3,4,2,2
random_seed_45_game_218,45,218,random,wolf,0,1,4,left,inner,"[1,5,7]",2,1,2,1,3,villager,0,inner,left,"[3,8,6]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,4,2,1,1
random_seed_45_game_219,45,219,random,wolf,0,1,10,right,edge,"[7,8,9]",0,3,0,3,6,witch,0,edge,right,"[6,1]","[""witch"",""villager""]",2,0,0,0,1,,2,6,3,3
random_seed_45_game_220,45,220,random,wolf,0,1,9,right,inner,"[2,5,8]",1,2,2,1,7,villager,0,inner,right,"[7,10]","[""villager"",""villager""]",2,0,0,0,0,2,2,6,3,3
random_seed_45_game_221,45,221,random,wolf,0,1,3,left,inner,"[1,4,6]",2,1,2,1,8,villager,0,inner,right,[8],"[""villager""]",1,0,0,0,0,1,4,2,1,1
random_seed_45_game_222,45,222,random,wolf,0,1,7,right,inner,"[4,5,10]",2,1,2,1,8,witch,0,inner,right,"[8,5,2]","[""witch"",""werewolf"",""villager""]",3,1,1,0,0,3,3,4,2,2
random_seed_45_game_223,45,223,random,wolf,0,1,5,left,edge,"[2,8,10]",1,2,1,2,9,villager,0,inner,right,"[9,8,4,2]","[""villager"",""werewolf"",""hunter"",""werewolf""]",4,1,2,0,1,,4,4,2,2
random_seed_45_game_224,45,224,random,wolf,0,1,2,left,inner,"[3,9,10]",1,2,1,2,9,werewolf,1,inner,right,"[9,6,7,4]","[""werewolf"",""villager"",""hunter"",""villager""]",4,1,1,1,1,,4,2,1,1
random_seed_45_game_225,45,225,random,wolf,0,1,9,right,inner,"[1,2,5]",2,1,3,0,6,witch,0,edge,right,"[6,1]","[""witch"",""werewolf""]",2,1,1,0,0,2,3,4,2,2
random_seed_45_game_226,45,226,random,wolf,0,1,10,right,edge,"[3,4,8]",0,3,2,1,2,villager,0,inner,left,[2],"[""villager""]",1,0,0,0,0,1,3,4,2,2
random_seed_45_game_227,45,227,random,wolf,0,1,5,left,edge,"[4,7,8]",0,3,1,2,8,werewolf,1,inner,right,"[8,10]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
random_seed_45_game_228,45,228,random,wolf,0,1,9,right,inner,"[3,5,8]",1,2,2,1,7,villager,0,inner,right,"[7,8]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
random_seed_45_game_229,45,229,random,village,1,0,9,right,inner,"[3,4,5]",1,2,3,0,1,villager,0,edge,left,"[1,2,10]","[""villager"",""hunter"",""villager""]",3,0,0,0,0,3,4,2,0,2
random_seed_45_game_230,45,230,random,village,1,0,3,left,inner,"[5,6,7]",2,1,1,2,6,werewolf,1,edge,right,"[6,10,1]","[""werewolf"",""hunter"",""villager""]",3,1,1,1,1,,3,4,0,4
random_seed_45_game_231,45,231,random,wolf,0,1,4,left,inner,"[2,3,10]",1,2,2,1,7,villager,0,inner,right,"[7,8]","[""villager"",""witch""]",2,0,0,0,0,2,3,4,2,2
random_seed_45_game_232,45,232,random,village,1,0,10,right,edge,"[3,8,9]",0,3,1,2,1,villager,0,edge,left,"[1,8,9]","[""villager"",""werewolf"",""werewolf""]",3,1,2,0,1,,3,4,0,4
random_seed_45_game_233,45,233,random,village,1,0,8,right,inner,"[1,9,10]",2,1,1,2,6,hunter,0,edge,right,"[6,5,1,10]","[""hunter"",""witch"",""werewolf"",""werewolf""]",4,1,2,0,0,4,4,3,0,3
random_seed_45_game_234,45,234,random,village,1,0,8,right,inner,"[7,9,10]",1,2,0,3,4,villager,0,inner,left,"[4,6,5]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,3,3,0,3
random_seed_45_game_235,45,235,random,wolf,0,1,10,right,edge,"[1,3,4]",1,2,3,0,7,villager,0,inner,right,"[7,5]","[""villager"",""villager""]",2,0,0,0,0,2,4,2,1,1
random_seed_45_game_236,45,236,random,village,1,0,10,right,edge,"[1,4,8]",1,2,2,1,1,werewolf,1,edge,left,"[1,4,9,8]","[""werewolf"",""werewolf"",""villager"",""werewolf""]",4,1,3,1,1,,4,2,0,2
random_seed_45_game_237,45,237,random,wolf,0,1,10,right,edge,"[1,4,6]",2,1,2,1,6,werewolf,1,edge,right,"[6,5]","[""werewolf"",""villager""]",2,1,1,1,0,2,3,4,2,2
random_seed_45_game_238,45,238,random,village,1,0,1,left,edge,"[3,4,10]",1,2,2,1,2,witch,0,inner,left,"[2,8,4,10]","[""witch"",""villager"",""werewolf"",""werewolf""]",4,1,2,0,1,,4,2,0,2
random_seed_45_game_239,45,239,random,wolf,0,1,4,left,inner,"[2,5,7]",1,2,2,1,3,villager,0,inner,left,"[3,8,9]","[""villager"",""villager"",""villager""]",3,0,0,0,1,,3,4,2,2
random_seed_45_game_240,45,240,random,village,1,0,9,right,inner,"[5,6,8]",2,1,1,2,3,witch,0,inner,left,[3],"[""witch""]",1,0,0,0,0,1,3,3,0,3
random_seed_45_game_241,45,241,random,village,1,0,10,right,edge,"[3,6,9]",1,2,1,2,2,villager,0,inner,left,"[2,8,5,9]","[""villager"",""villager"",""villager"",""werewolf""]",4,1,1,0,0,4,4,2,0,2
random_seed_45_game_242,45,242,random,wolf,0,1,2,left,inner,"[1,4,8]",1,2,2,1,7,villager,0,inner,right,"[7,9,8,4]","[""villager"",""hunter"",""werewolf"",""werewolf""]",4,1,2,0,1,,4,2,1,1
random_seed_45_game_243,45,243,random,village,1,0,4,left,inner,"[1,7,9]",1,2,1,2,8,villager,0,inner,right,"[8,5,10]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,3,3,0,3
random_seed_45_game_244,45,244,random,village,1,0,8,right,inner,"[5,6,9]",2,1,1,2,6,werewolf,1,edge,right,"[6,4,5]","[""werewolf"",""witch"",""werewolf""]",3,1,2,1,0,3,3,3,0,3
random_seed_45_game_245,45,245,random,wolf,0,1,4,left,inner,"[2,6,7]",1,2,1,2,8,villager,0,inner,right,"[8,5]","[""villager"",""villager""]",2,0,0,0,1,,2,6,3,3
random_seed_45_game_246,45,246,random,wolf,0,1,4,left,inner,"[3,5,6]",2,1,2,1,6,werewolf,1,edge,right,"[6,2]","[""werewolf"",""villager""]",2,1,1,1,0,2,3,4,2,2
random_seed_45_game_247,45,247,random,wolf,0,1,7,right,inner,"[1,8,9]",1,2,1,2,6,villager,0,edge,right,"[6,10]","[""villager"",""villager""]",2,0,0,0,0,2,4,2,1,1
random_seed_45_game_248,45,248,random,village,1,0,10,right,edge,"[1,4,7]",1,2,2,1,4,werewolf,1,inner,left,[4],"[""werewolf""]",1,1,1,1,0,1,4,2,0,2
random_seed_45_game_249,45,249,random,wolf,0,1,7,right,inner,"[2,4,9]",0,3,2,1,3,villager,0,inner,left,[3],"[""villager""]",1,0,0,0,0,1,4,2,1,1
random_seed_45_game_250,45,250,random,wolf,0,1,9,right,inner,"[4,6,8]",1,2,1,2,3,villager,0,inner,left,"[3,5,10]","[""villager"",""villager"",""witch""]",3,0,0,0,0,3,4,2,1,1
random_seed_45_game_251,45,251,random,wolf,0,1,9,right,inner,"[1,4,5]",2,1,3,0,5,werewolf,1,edge,left,"[5,6,4,2]","[""werewolf"",""villager"",""werewolf"",""villager""]",4,1,2,1,0,4,4,2,1,1
random_seed_45_game_252,45,252,random,wolf,0,1,5,left,edge,"[1,4,6]",2,1,2,1,9,witch,0,inner,right,"[9,8]","[""witch"",""villager""]",2,0,0,0,0,2,3,6,3,3
random_seed_45_game_253,45,253,random,wolf,0,1,8,right,inner,"[5,7,10]",2,1,1,2,7,werewolf,1,inner,right,"[7,1,3]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,4,2,1,1
random_seed_45_game_254,45,254,random,wolf,0,1,8,right,inner,"[2,4,7]",0,3,2,1,7,werewolf,1,inner,right,"[7,2,9]","[""werewolf"",""werewolf"",""villager""]",3,1,2,1,0,3,4,2,1,1
random_seed_45_game_255,45,255,random,wolf,0,1,10,right,edge,"[1,5,6]",3,0,2,1,9,villager,0,inner,right,"[9,2]","[""villager"",""witch""]",2,0,0,0,0,2,2,6,3,3
random_seed_45_game_256,45,256,random,wolf,0,1,5,left,edge,"[2,4,9]",0,3,2,1,9,werewolf,1,inner,right,"[9,8,10]","[""werewolf"",""villager"",""hunter""]",3,1,1,1,0,3,3,4,2,2
random_seed_45_game_257,45,257,random,wolf,0,1,4,left,inner,"[5,6,8]",2,1,1,2,6,werewolf,1,edge,right,"[6,5,3,8]","[""werewolf"",""werewolf"",""witch"",""werewolf""]",4,1,3,1,0,4,4,2,1,1
random_seed_45_game_258,45,258,random,wolf,0,1,3,left,inner,"[2,5,10]",2,1,2,1,9,villager,0,inner,right,[9],"[""villager""]",1,0,0,0,0,1,3,6,3,3
random_seed_45_game_259,45,259,random,wolf,0,1,6,right,edge,"[1,3,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,9,7]","[""werewolf"",""villager"",""witch""]",3,1,1,1,0,3,3,4,2,2
random_seed_45_game_260,45,260,random,wolf,0,1,7,right,inner,"[3,4,10]",1,2,2,1,6,villager,0,edge,right,"[6,10]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,1,1
random_seed_45_game_261,45,261,random,wolf,0,1,5,left,edge,"[3,4,6]",1,2,2,1,3,werewolf,1,inner,left,"[3,8]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
random_seed_45_game_262,45,262,random,wolf,0,1,1,left,edge,"[2,4,10]",1,2,2,1,6,hunter,0,edge,right,"[6,2,8]","[""hunter"",""werewolf"",""witch""]",3,1,1,0,0,3,3,4,2,2
random_seed_45_game_263,45,263,random,village,1,0,2,left,inner,"[1,3,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,10,1]","[""werewolf"",""hunter"",""werewolf""]",3,1,2,1,0,3,3,5,0,5
random_seed_45_game_264,45,264,random,wolf,0,1,8,right,inner,"[2,4,5]",1,2,3,0,1,villager,0,edge,left,"[1,10]","[""villager"",""hunter""]",2,0,0,0,1,,2,6,3,3
random_seed_45_game_265,45,265,random,village,1,0,2,left,inner,"[3,4,7]",0,3,2,1,4,werewolf,1,inner,left,"[4,10,1]","[""werewolf"",""villager"",""hunter""]",3,1,1,1,1,,3,5,0,5
random_seed_45_game_266,45,266,random,village,1,0,2,left,inner,"[5,6,9]",2,1,1,2,1,villager,0,edge,left,[1],"[""villager""]",1,0,0,0,0,1,4,2,0,2
random_seed_45_game_267,45,267,random,village,1,0,8,right,inner,"[1,6,9]",2,1,1,2,5,witch,0,edge,left,"[5,1,6,2]","[""witch"",""werewolf"",""werewolf"",""villager""]",4,1,2,0,1,,4,2,0,2
random_seed_45_game_268,45,268,random,wolf,0,1,9,right,inner,"[1,6,7]",2,1,1,2,6,werewolf,1,edge,right,"[6,8,5]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,4,2,1,1
random_seed_45_game_269,45,269,random,wolf,0,1,7,right,inner,"[1,4,9]",1,2,2,1,3,villager,0,inner,left,"[3,2,10]","[""villager"",""witch"",""villager""]",3,0,0,0,1,,3,4,2,2
random_seed_45_game_270,45,270,random,wolf,0,1,10,right,edge,"[3,8,9]",0,3,1,2,1,villager,0,edge,left,"[1,4]","[""villager"",""villager""]",2,0,0,0,1,,2,6,3,3
random_seed_45_game_271,45,271,random,village,1,0,9,right,inner,"[3,5,7]",1,2,2,1,3,werewolf,1,inner,left,"[3,5,2]","[""werewolf"",""werewolf"",""hunter""]",3,1,2,1,1,,3,5,0,5
random_seed_45_game_272,45,272,random,wolf,0,1,10,right,edge,"[2,4,6]",1,2,2,1,3,villager,0,inner,left,"[3,9,2]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,6,3,3
random_seed_45_game_273,45,273,random,village,1,0,4,left,inner,"[3,8,9]",0,3,1,2,10,villager,0,edge,right,"[10,9,8]","[""villager"",""werewolf"",""werewolf""]",3,1,2,0,1,,3,5,0,5
random_seed_45_game_274,45,274,random,wolf,0,1,9,right,inner,"[2,4,6]",1,2,2,1,5,witch,0,edge,left,"[5,1]","[""witch"",""villager""]",2,0,0,0,0,2,3,6,3,3
random_seed_45_game_275,45,275,random,village,1,0,3,left,inner,"[5,8,10]",2,1,1,2,10,werewolf,1,edge,right,"[10,5]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,3,3,0,3
random_seed_45_game_276,45,276,random,wolf,0,1,3,left,inner,"[2,4,5]",1,2,3,0,8,hunter,0,inner,right,[8],"[""hunter""]",1,0,0,0,0,1,3,4,2,2
random_seed_45_game_277,45,277,random,wolf,0,1,3,left,inner,"[2,4,5]",1,2,3,0,7,hunter,0,inner,right,[7],"[""hunter""]",1,0,0,0,0,1,2,6,3,3
random_seed_45_game_278,45,278,random,village,1,0,2,left,inner,"[3,6,9]",1,2,1,2,4,villager,0,inner,left,"[4,7,9]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,4,0,4
random_seed_45_game_279,45,279,random,village,1,0,2,left,inner,"[3,5,10]",2,1,2,1,8,villager,0,inner,right,"[8,9,10]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,5,0,5
random_seed_45_game_280,45,280,random,wolf,0,1,4,left,inner,"[6,8,10]",2,1,0,3,3,witch,0,inner,left,"[3,2,7]","[""witch"",""villager"",""villager""]",3,0,0,0,1,,3,4,2,2
random_seed_45_game_281,45,281,random,village,1,0,2,left,inner,"[5,7,10]",2,1,1,2,10,werewolf,1,edge,right,"[10,3,6]","[""werewolf"",""witch"",""villager""]",3,1,1,1,1,,3,2,0,2
random_seed_45_game_282,45,282,random,village,1,0,4,left,inner,"[1,6,7]",2,1,1,2,2,villager,0,inner,left,"[2,10]","[""villager"",""villager""]",2,0,0,0,1,,2,5,0,5
random_seed_45_game_283,45,283,random,wolf,0,1,7,right,inner,"[2,6,8]",1,2,1,2,1,villager,0,edge,left,"[1,8,6,5]","[""villager"",""werewolf"",""werewolf"",""hunter""]",4,1,2,0,0,4,5,2,1,1
random_seed_45_game_284,45,284,random,wolf,0,1,9,right,inner,"[1,2,7]",1,2,2,1,8,villager,0,inner,right,"[8,3]","[""villager"",""witch""]",2,0,0,0,0,2,4,2,1,1
random_seed_45_game_285,45,285,random,village,1,0,1,left,edge,"[8,9,10]",1,2,0,3,10,werewolf,1,edge,right,"[10,3]","[""werewolf"",""villager""]",2,1,1,1,0,2,3,4,0,4
random_seed_45_game_286,45,286,random,wolf,0,1,2,left,inner,"[4,6,7]",1,2,1,2,5,villager,0,edge,left,"[5,10,4,8]","[""villager"",""villager"",""werewolf"",""villager""]",4,1,1,0,0,4,4,2,1,1
random_seed_45_game_287,45,287,random,wolf,0,1,1,left,edge,"[5,9,10]",2,1,1,2,3,villager,0,inner,left,[3],"[""villager""]",1,0,0,0,0,1,3,4,2,2
random_seed_45_game_288,45,288,random,wolf,0,1,6,right,edge,"[1,3,10]",2,1,2,1,5,villager,0,edge,left,"[5,4,10]","[""villager"",""witch"",""werewolf""]",3,1,1,0,0,3,4,2,1,1
random_seed_45_game_289,45,289,random,wolf,0,1,8,right,inner,"[4,5,10]",2,1,2,1,5,werewolf,1,edge,left,"[5,6,1]","[""werewolf"",""villager"",""villager""]",3,1,1,1,1,,3,4,2,2
random_seed_45_game_290,45,290,random,village,1,0,7,right,inner,"[2,4,8]",0,3,2,1,1,villager,0,edge,left,"[1,8,6]","[""villager"",""werewolf"",""villager""]",3,1,1,0,1,,3,4,0,4
random_seed_45_game_291,45,291,random,wolf,0,1,3,left,inner,"[2,5,9]",1,2,2,1,6,villager,0,edge,right,[6],"[""villager""]",1,0,0,0,0,1,3,4,2,2
random_seed_45_game_292,45,292,random,wolf,0,1,7,right,inner,"[1,5,10]",3,0,2,1,9,villager,0,inner,right,"[9,4,5]","[""villager"",""witch"",""werewolf""]",3,1,1,0,0,3,4,2,1,1
random_seed_45_game_293,45,293,random,village,1,0,5,left,edge,"[2,3,9]",0,3,2,1,9,werewolf,1,inner,right,"[9,8]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,0,2
random_seed_45_game_294,45,294,random,village,1,0,5,left,edge,"[3,4,9]",0,3,2,1,9,werewolf,1,inner,right,"[9,3,6]","[""werewolf"",""werewolf"",""villager""]",3,1,2,1,0,3,4,2,0,2
random_seed_45_game_295,45,295,random,village,1,0,9,right,inner,"[1,3,7]",1,2,2,1,3,werewolf,1,inner,left,"[3,8,5,4]","[""werewolf"",""villager"",""hunter"",""villager""]",4,1,1,1,1,,4,2,0,2
random_seed_45_game_296,45,296,random,wolf,0,1,6,right,edge,"[1,8,9]",1,2,1,2,1,werewolf,1,edge,left,"[1,10,5]","[""werewolf"",""witch"",""villager""]",3,1,1,1,0,3,3,4,2,2
random_seed_45_game_297,45,297,random,wolf,0,1,2,left,inner,"[1,3,10]",2,1,2,1,1,werewolf,1,edge,left,"[1,5,4]","[""werewolf"",""villager"",""witch""]",3,1,1,1,0,3,3,4,2,2
random_seed_45_game_298,45,298,random,wolf,0,1,2,left,inner,"[6,8,9]",1,2,0,3,10,villager,0,edge,right,[10],"[""villager""]",1,0,0,0,0,1,3,6,3,3
random_seed_45_game_299,45,299,random,village,1,0,6,right,edge,"[1,4,9]",1,2,2,1,1,werewolf,1,edge,left,"[1,10,2,4]","[""werewolf"",""villager"",""villager"",""werewolf""]",4,1,2,1,0,4,4,2,0,2
random_seed_45_game_300,45,300,random,village,1,0,10,right,edge,"[3,5,7]",1,2,2,1,2,villager,0,inner,left,"[2,7]","[""villager"",""werewolf""]",2,1,1,0,1,,2,6,0,6
random_seed_45_game_301,45,301,random,wolf,0,1,6,right,edge,"[1,7,9]",1,2,1,2,10,villager,0,edge,right,[10],"[""villager""]",1,0,0,0,0,1,4,2,1,1
random_seed_45_game_302,45,302,random,wolf,0,1,10,right,edge,"[2,8,9]",0,3,1,2,3,villager,0,inner,left,"[3,5,2,7]","[""villager"",""hunter"",""werewolf"",""villager""]",4,1,1,0,0,4,4,2,1,1
random_seed_45_game_303,45,303,random,wolf,0,1,2,left,inner,"[1,4,8]",1,2,2,1,5,villager,0,edge,left,"[5,10,9]","[""villager"",""hunter"",""villager""]",3,0,0,0,0,3,4,4,2,2
random_seed_45_game_304,45,304,random,wolf,0,1,9,right,inner,"[2,4,8]",0,3,2,1,8,werewolf,1,inner,right,"[8,4]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,4,2,1,1
random_seed_45_game_305,45,305,random,wolf,0,1,9,right,inner,"[1,4,8]",1,2,2,1,1,werewolf,1,edge,left,"[1,8,5,10]","[""werewolf"",""werewolf"",""villager"",""villager""]",4,1,2,1,0,4,4,2,1,1
random_seed_45_game_306,45,306,random,village,1,0,3,left,inner,"[2,7,10]",1,2,1,2,2,werewolf,1,inner,left,"[2,10,4,7]","[""werewolf"",""werewolf"",""villager"",""werewolf""]",4,1,3,1,1,,4,2,0,2
random_seed_45_game_307,45,307,random,village,1,0,6,right,edge,"[1,7,8]",1,2,1,2,3,hunter,0,inner,left,"[3,5,10]","[""hunter"",""villager"",""villager""]",3,0,0,0,0,3,4,2,0,2
random_seed_45_game_308,45,308,random,village,1,0,7,right,inner,"[2,3,9]",0,3,2,1,5,villager,0,edge,left,"[5,1]","[""villager"",""villager""]",2,0,0,0,0,2,4,2,0,2
random_seed_45_game_309,45,309,random,wolf,0,1,7,right,inner,"[1,8,10]",2,1,1,2,5,villager,0,edge,left,"[5,6,4]","[""villager"",""villager"",""villager""]",3,0,0,0,1,,3,6,3,3
random_seed_45_game_310,45,310,random,wolf,0,1,6,right,edge,"[7,8,9]",0,3,0,3,9,werewolf,1,inner,right,"[9,3,2]","[""werewolf"",""witch"",""hunter""]",3,1,1,1,0,3,4,2,1,1
random_seed_45_game_311,45,311,random,village,1,0,1,left,edge,"[6,7,9]",1,2,0,3,6,werewolf,1,edge,right,"[6,7]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,3,4,0,4
random_seed_45_game_312,45,312,random,wolf,0,1,3,left,inner,"[1,2,8]",1,2,2,1,2,werewolf,1,inner,left,"[2,1]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,4,2,1,1
random_seed_45_game_313,45,313,random,village,1,0,1,left,edge,"[3,4,7]",0,3,2,1,2,witch,0,inner,left,"[2,9,4,5]","[""witch"",""villager"",""werewolf"",""villager""]",4,1,1,0,1,,4,2,0,2
random_seed_45_game_314,45,314,random,wolf,0,1,5,left,edge,"[7,8,10]",1,2,0,3,1,villager,0,edge,left,"[1,2]","[""villager"",""villager""]",2,0,0,0,1,,2,6,3,3
random_seed_45_game_315,45,315,random,village,1,0,5,left,edge,"[2,6,10]",2,1,1,2,10,werewolf,1,edge,right,"[10,7]","[""werewolf"",""hunter""]",2,1,1,1,0,2,4,2,0,2
random_seed_45_game_316,45,316,random,wolf,0,1,8,right,inner,"[1,2,5]",2,1,3,0,3,villager,0,inner,left,"[3,4,1]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,6,3,3
random_seed_45_game_317,45,317,random,wolf,0,1,3,left,inner,"[1,5,10]",3,0,2,1,9,villager,0,inner,right,[9],"[""villager""]",1,0,0,0,0,1,4,4,2,2
random_seed_45_game_318,45,318,random,village,1,0,6,right,edge,"[3,5,7]",1,2,2,1,8,villager,0,inner,right,"[8,9,5,7]","[""villager"",""villager"",""werewolf"",""werewolf""]",4,1,2,0,1,,4,2,0,2
random_seed_45_game_319,45,319,random,wolf,0,1,6,right,edge,"[1,4,7]",1,2,2,1,9,hunter,0,inner,right,"[9,10]","[""hunter"",""villager""]",2,0,0,0,0,2,3,6,3,3
random_seed_45_game_320,45,320,random,wolf,0,1,6,right,edge,"[3,4,7]",0,3,2,1,5,villager,0,edge,left,[5],"[""villager""]",1,0,0,0,0,1,2,6,3,3
random_seed_45_game_321,45,321,random,village,1,0,9,right,inner,"[3,4,6]",1,2,2,1,3,werewolf,1,inner,left,"[3,2,6]","[""werewolf"",""villager"",""werewolf""]",3,1,2,1,0,3,3,3,0,3
random_seed_45_game_322,45,322,random,wolf,0,1,9,right,inner,"[1,2,8]",1,2,2,1,6,villager,0,edge,right,[6],"[""villager""]",1,0,0,0,0,1,3,4,2,2
random_seed_45_game_323,45,323,random,village,1,0,1,left,edge,"[3,4,8]",0,3,2,1,6,villager,0,edge,right,"[6,4]","[""villager"",""werewolf""]",2,1,1,0,0,2,3,4,0,4
random_seed_45_game_324,45,324,random,wolf,0,1,4,left,inner,"[7,9,10]",1,2,0,3,2,hunter,0,inner,left,"[2,6,7,10]","[""hunter"",""villager"",""werewolf"",""werewolf""]",4,1,2,0,0,4,4,2,1,1
random_seed_45_game_325,45,325,random,village,1,0,7,right,inner,"[5,6,10]",3,0,1,2,2,witch,0,inner,left,"[2,5,6]","[""witch"",""werewolf"",""werewolf""]",3,1,2,0,1,,3,4,0,4
random_seed_45_game_326,45,326,random,wolf,0,1,9,right,inner,"[4,5,7]",1,2,2,1,1,villager,0,edge,left,"[1,5]","[""villager"",""werewolf""]",2,1,1,0,0,2,3,4,2,2
random_seed_45_game_327,45,327,random,wolf,0,1,10,right,edge,"[2,8,9]",0,3,1,2,8,werewolf,1,inner,right,"[8,9,6]","[""werewolf"",""werewolf"",""witch""]",3,1,2,1,0,3,4,2,1,1
random_seed_45_game_328,45,328,random,wolf,0,1,5,left,edge,"[1,2,10]",2,1,2,1,3,villager,0,inner,left,"[3,4]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
random_seed_45_game_329,45,329,random,village,1,0,6,right,edge,"[4,7,10]",1,2,1,2,9,villager,0,inner,right,"[9,7,4,10]","[""villager"",""werewolf"",""werewolf"",""werewolf""]",4,1,3,0,1,,4,2,0,2
random_seed_45_game_330,45,330,random,wolf,0,1,6,right,edge,"[4,5,9]",1,2,2,1,10,witch,0,edge,right,"[10,9]","[""witch"",""werewolf""]",2,1,1,0,0,2,3,4,2,2
random_seed_45_game_331,45,331,random,wolf,0,1,7,right,inner,"[2,6,9]",1,2,1,2,9,werewolf,1,inner,right,"[9,8,1]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,4,2,1,1
random_seed_45_game_332,45,332,random,wolf,0,1,3,left,inner,"[5,6,8]",2,1,1,2,2,villager,0,inner,left,"[2,6,4]","[""villager"",""werewolf"",""villager""]",3,1,1,0,1,,3,4,2,2
random_seed_45_game_333,45,333,random,wolf,0,1,9,right,inner,"[5,6,10]",3,0,1,2,2,villager,0,inner,left,"[2,1,7]","[""villager"",""villager"",""hunter""]",3,0,0,0,0,3,3,4,2,2
random_seed_45_game_334,45,334,random,village,1,0,2,left,inner,"[5,7,8]",1,2,1,2,9,villager,0,inner,right,"[9,1,7]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,4,0,4
random_seed_45_game_335,45,335,random,wolf,0,1,1,left,edge,"[2,4,6]",1,2,2,1,2,werewolf,1,inner,left,"[2,9]","[""werewolf"",""hunter""]",2,1,1,1,0,2,4,2,1,1
random_seed_45_game_336,45,336,random,wolf,0,1,9,right,inner,"[2,3,4]",0,3,3,0,6,hunter,0,edge,right,"[6,5]","[""hunter"",""villager""]",2,0,0,0,0,2,4,4,2,2
random_seed_45_game_337,45,337,random,wolf,0,1,9,right,inner,"[1,2,10]",2,1,2,1,5,villager,0,edge,left,[5],"[""villager""]",1,0,0,0,0,1,3,2,1,1
random_seed_45_game_338,45,338,random,village,1,0,2,left,inner,"[1,5,9]",2,1,2,1,6,hunter,0,edge,right,"[6,8,4]","[""hunter"",""villager"",""witch""]",3,0,0,0,1,,3,4,0,4
random_seed_45_game_339,45,339,random,wolf,0,1,7,right,inner,"[2,5,8]",1,2,2,1,10,villager,0,edge,right,"[10,6]","[""villager"",""villager""]",2,0,0,0,0,2,2,6,3,3
random_seed_45_game_340,45,340,random,village,1,0,8,right,inner,"[1,9,10]",2,1,1,2,3,villager,0,inner,left,"[3,6,10]","[""villager"",""witch"",""werewolf""]",3,1,1,0,1,,3,4,0,4
